                         Chocolate Doom 3.1.0
Z_Init: Init zone memory allocation daemon. 
zone memory: 0xf4db4e9bf010, 2000000 allocated for zone
Using /home/daniel/.local/share/chocolate-doom/ for configuration and saves
V_Init: allocate screens.
M_LoadDefaults: Load system defaults.
saving config in /home/daniel/.local/share/chocolate-doom/default.cfg
W_Init: Init WADfiles.
 adding /home/daniel/DOOM.WAD
BFG Edition: Using workarounds as needed.
===========================================================================
                           The Ultimate DOOM
===========================================================================
 Chocolate Doom is free software, covered by the GNU General Public
 License.  There is NO warranty; not even for MERCHANTABILITY or FITNESS
 FOR A PARTICULAR PURPOSE. You are welcome to change and distribute
 copies under certain conditions. See the source for more information.
===========================================================================
I_Init: Setting up machine state.
OPL_Init: Using driver 'SDL'.
NET_Init: Init network subsystem.
M_Init: Init miscellaneous info.
R_Init: Init DOOM refresh daemon - ..........................
P_Init: Init Playloop state.
S_Init: Setting up sound.
I_SDL_PrecacheSounds: Precaching all sound effects.....................
D_CheckNetGame: Checking network game status.
startskill 2  deathmatch: 0  startmap: 1  startepisode: 1
player 1 of 1 (1 nodes)
Emulating the behavior of the 'Ultimate Doom' executable.
HU_Init: Setting up heads up display.
ST_Init: Init status bar.
When: 2025-11-04 17:33:25 Episode: 1 Map: 5
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2025-11-04 17:37:35	 8753	 2139	-341	-64	 228.87	 -5	-7 	0
2025-11-04 17:37:36	 8788	 1954	-561	-56	 228.87	 -6	-7 	0
2025-11-04 17:37:37	 8823	 1758	-787	-64	 232.38	 -6	-7 	0
2025-11-04 17:37:38	 8858	 1581	-1018	-64	 216.56	 -6	-6 	0
2025-11-04 17:37:39	 8893	 1330	-1063	-64	 126.91	 -7	3 	0
2025-11-04 17:37:40	 8928	 1186	-852	-64	 79.45	 -2	3 	0
2025-11-04 17:37:41	 8963	 1198	-769	-64	 67.15	 0	0 	0
2025-11-04 17:37:42	 8998	 1182	-768	-64	 72.42	 -1	-1 	0
2025-11-04 17:37:43	 9033	 1133	-903	-64	 72.42	 -5	-11 	0
2025-11-04 17:37:44	 9068	 1159	-945	-64	 356.84	 8	0 	0
2025-11-04 17:37:45	 9103	 1656	-962	-64	 5.62	 16	-1 	0
2025-11-04 17:37:46	 9138	 1901	-846	-64	 114.61	 -2	6 	0
2025-11-04 17:37:47	 9173	 1899	-584	-64	 82.97	 1	8 	0
2025-11-04 17:37:48	 9208	 1928	-296	-64	 98.79	 0	8 	0
2025-11-04 17:37:49	 9243	 1886	-59	-64	 160.31	 -1	1 	0
2025-11-04 17:37:50	 9278	 1880	-58	-64	 255.23	 -1	-4 	0
2025-11-04 17:37:51	 9313	 1818	-293	-64	 255.23	 -3	-8 	0
2025-11-04 17:37:52	 9348	 1760	-513	-64	 255.23	 -1	-2 	0
2025-11-04 17:37:54	 9410	 1756	-530	-64	 255.23	 0	0 	0
2025-11-04 17:37:57	 9525	 1747	-549	-64	 246.45	 -3	-5 	0
2025-11-04 17:37:58	 9560	 1673	-735	-64	 246.45	 -3	-7 	0
2025-11-04 17:37:59	 9595	 1490	-893	-64	 156.80	 -8	0 	0
2025-11-04 17:38:00	 9630	 1358	-855	-64	 68.91	 -1	0 	0
2025-11-04 17:38:02	 9692	 1347	-858	-64	 30.23	 -1	-1 	0
2025-11-04 17:38:03	 9727	 1271	-884	-64	 30.23	 -7	-4 	0
2025-11-04 17:38:04	 9762	 1161	-943	-64	 21.45	 -1	-1 	0
2025-11-04 17:38:05	 9797	 1339	-872	-64	 30.23	 7	3 	0
2025-11-04 17:38:06	 9832	 1596	-742	-64	 14.41	 7	2 	0
2025-11-04 17:38:07	 9867	 1812	-622	-64	 111.09	 1	1 	0
2025-11-04 17:38:08	 9902	 1831	-602	-64	 244.69	 -1	-2 	0
2025-11-04 17:38:09	 9937	 1591	-937	-64	 198.98	 -14	-9 	0
2025-11-04 17:38:10	 9972	 1262	-828	-64	 119.88	 -5	7 	0
2025-11-04 17:38:11	 10007	 1215	-751	-64	 158.55	 -3	1 	0
2025-11-04 17:38:12	 10042	 1098	-691	-64	 114.61	 -3	4 	0
2025-11-04 17:38:13	 10077	 1033	-556	-88	 98.79	 -1	1 	1
2025-11-04 17:38:15	 10136	 1026	-539	-88	 105.82	 -1	0 	1
2025-11-04 17:38:16	 10171	 1018	-516	-88	 184.92	 -1	0 	1
